RIN,RateName,DateStart,TimeStart,DateEnd,TimeEnd,DayStart,DayEnd,ValueName,Value,Unit,RateType,Sector
USCA-PGXX-NB25-0000,NBT25,3/27/2027,7:00:00,3/27/2027,07:59:59,6,6,Mar Weekend HS0,0.00078,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/27/2027,8:00:00,3/27/2027,08:59:59,6,6,Mar Weekend HS1,0.00081,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/27/2027,9:00:00,3/27/2027,09:59:59,6,6,Mar Weekend HS2,0.00082,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/27/2027,10:00:00,3/27/2027,10:59:59,6,6,Mar Weekend HS3,0.00081,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/27/2027,11:00:00,3/27/2027,11:59:59,6,6,Mar Weekend HS4,0.00094,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/27/2027,12:00:00,3/27/2027,12:59:59,6,6,Mar Weekend HS5,0.00090,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/27/2027,13:00:00,3/27/2027,13:59:59,6,6,Mar Weekend HS6,0.00090,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/27/2027,14:00:00,3/27/2027,14:59:59,6,6,Mar Weekend HS7,0.00074,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/27/2027,15:00:00,3/27/2027,15:59:59,6,6,Mar Weekend HS8,0.00016,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/27/2027,16:00:00,3/27/2027,16:59:59,6,6,Mar Weekend HS9,0.00007,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/27/2027,17:00:00,3/27/2027,17:59:59,6,6,Mar Weekend HS10,0.00013,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/27/2027,18:00:00,3/27/2027,18:59:59,6,6,Mar Weekend HS11,0.00011,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/27/2027,19:00:00,3/27/2027,19:59:59,6,6,Mar Weekend HS12,0.00018,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/27/2027,20:00:00,3/27/2027,20:59:59,6,6,Mar Weekend HS13,0.00004,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/27/2027,21:00:00,3/27/2027,21:59:59,6,6,Mar Weekend HS14,0.00004,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/27/2027,22:00:00,3/27/2027,22:59:59,6,6,Mar Weekend HS15,0.00003,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/27/2027,23:00:00,3/27/2027,23:59:59,6,6,Mar Weekend HS16,0.00022,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,0:00:00,3/28/2027,00:59:59,6,6,Mar Weekend HS17,0.00039,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,1:00:00,3/28/2027,01:59:59,6,6,Mar Weekend HS18,0.00091,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,2:00:00,3/28/2027,02:59:59,6,6,Mar Weekend HS19,0.00096,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,3:00:00,3/28/2027,03:59:59,6,6,Mar Weekend HS20,0.00087,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,4:00:00,3/28/2027,04:59:59,6,6,Mar Weekend HS21,0.00091,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,5:00:00,3/28/2027,05:59:59,6,6,Mar Weekend HS22,0.00090,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,6:00:00,3/28/2027,06:59:59,6,6,Mar Weekend HS23,0.00087,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,7:00:00,3/28/2027,07:59:59,7,7,Mar Weekend HS0,0.00078,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,8:00:00,3/28/2027,08:59:59,7,7,Mar Weekend HS1,0.00081,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,9:00:00,3/28/2027,09:59:59,7,7,Mar Weekend HS2,0.00082,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,10:00:00,3/28/2027,10:59:59,7,7,Mar Weekend HS3,0.00081,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,11:00:00,3/28/2027,11:59:59,7,7,Mar Weekend HS4,0.00094,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,12:00:00,3/28/2027,12:59:59,7,7,Mar Weekend HS5,0.00090,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,13:00:00,3/28/2027,13:59:59,7,7,Mar Weekend HS6,0.00090,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,14:00:00,3/28/2027,14:59:59,7,7,Mar Weekend HS7,0.00074,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,15:00:00,3/28/2027,15:59:59,7,7,Mar Weekend HS8,0.00016,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,16:00:00,3/28/2027,16:59:59,7,7,Mar Weekend HS9,0.00007,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,17:00:00,3/28/2027,17:59:59,7,7,Mar Weekend HS10,0.00013,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,18:00:00,3/28/2027,18:59:59,7,7,Mar Weekend HS11,0.00011,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,19:00:00,3/28/2027,19:59:59,7,7,Mar Weekend HS12,0.00018,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,20:00:00,3/28/2027,20:59:59,7,7,Mar Weekend HS13,0.00004,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,21:00:00,3/28/2027,21:59:59,7,7,Mar Weekend HS14,0.00004,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,22:00:00,3/28/2027,22:59:59,7,7,Mar Weekend HS15,0.00003,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/28/2027,23:00:00,3/28/2027,23:59:59,7,7,Mar Weekend HS16,0.00022,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,0:00:00,3/29/2027,00:59:59,7,7,Mar Weekend HS17,0.00039,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,1:00:00,3/29/2027,01:59:59,7,7,Mar Weekend HS18,0.00091,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,2:00:00,3/29/2027,02:59:59,7,7,Mar Weekend HS19,0.00096,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,3:00:00,3/29/2027,03:59:59,7,7,Mar Weekend HS20,0.00087,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,4:00:00,3/29/2027,04:59:59,7,7,Mar Weekend HS21,0.00091,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,5:00:00,3/29/2027,05:59:59,7,7,Mar Weekend HS22,0.00090,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,6:00:00,3/29/2027,06:59:59,7,7,Mar Weekend HS23,0.00087,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,7:00:00,3/29/2027,07:59:59,1,1,Mar Weekday HS0,0.00089,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,8:00:00,3/29/2027,08:59:59,1,1,Mar Weekday HS1,0.00085,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,9:00:00,3/29/2027,09:59:59,1,1,Mar Weekday HS2,0.00084,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,10:00:00,3/29/2027,10:59:59,1,1,Mar Weekday HS3,0.00084,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,11:00:00,3/29/2027,11:59:59,1,1,Mar Weekday HS4,0.00086,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,12:00:00,3/29/2027,12:59:59,1,1,Mar Weekday HS5,0.00090,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,13:00:00,3/29/2027,13:59:59,1,1,Mar Weekday HS6,0.00087,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,14:00:00,3/29/2027,14:59:59,1,1,Mar Weekday HS7,0.00077,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,15:00:00,3/29/2027,15:59:59,1,1,Mar Weekday HS8,0.00061,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,16:00:00,3/29/2027,16:59:59,1,1,Mar Weekday HS9,0.00039,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,17:00:00,3/29/2027,17:59:59,1,1,Mar Weekday HS10,0.00028,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,18:00:00,3/29/2027,18:59:59,1,1,Mar Weekday HS11,0.00028,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,19:00:00,3/29/2027,19:59:59,1,1,Mar Weekday HS12,0.00027,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,20:00:00,3/29/2027,20:59:59,1,1,Mar Weekday HS13,0.00021,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,21:00:00,3/29/2027,21:59:59,1,1,Mar Weekday HS14,0.00018,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,22:00:00,3/29/2027,22:59:59,1,1,Mar Weekday HS15,0.00023,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/29/2027,23:00:00,3/29/2027,23:59:59,1,1,Mar Weekday HS16,0.00034,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,0:00:00,3/30/2027,00:59:59,1,1,Mar Weekday HS17,0.00069,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,1:00:00,3/30/2027,01:59:59,1,1,Mar Weekday HS18,0.00096,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,2:00:00,3/30/2027,02:59:59,1,1,Mar Weekday HS19,0.00094,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,3:00:00,3/30/2027,03:59:59,1,1,Mar Weekday HS20,0.00092,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,4:00:00,3/30/2027,04:59:59,1,1,Mar Weekday HS21,0.00093,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,5:00:00,3/30/2027,05:59:59,1,1,Mar Weekday HS22,0.00089,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,6:00:00,3/30/2027,06:59:59,1,1,Mar Weekday HS23,0.00087,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,7:00:00,3/30/2027,07:59:59,2,2,Mar Weekday HS0,0.00089,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,8:00:00,3/30/2027,08:59:59,2,2,Mar Weekday HS1,0.00085,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,9:00:00,3/30/2027,09:59:59,2,2,Mar Weekday HS2,0.00084,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,10:00:00,3/30/2027,10:59:59,2,2,Mar Weekday HS3,0.00084,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,11:00:00,3/30/2027,11:59:59,2,2,Mar Weekday HS4,0.00086,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,12:00:00,3/30/2027,12:59:59,2,2,Mar Weekday HS5,0.00090,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,13:00:00,3/30/2027,13:59:59,2,2,Mar Weekday HS6,0.00087,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,14:00:00,3/30/2027,14:59:59,2,2,Mar Weekday HS7,0.00077,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,15:00:00,3/30/2027,15:59:59,2,2,Mar Weekday HS8,0.00061,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,16:00:00,3/30/2027,16:59:59,2,2,Mar Weekday HS9,0.00039,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,17:00:00,3/30/2027,17:59:59,2,2,Mar Weekday HS10,0.00028,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,18:00:00,3/30/2027,18:59:59,2,2,Mar Weekday HS11,0.00028,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,19:00:00,3/30/2027,19:59:59,2,2,Mar Weekday HS12,0.00027,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,20:00:00,3/30/2027,20:59:59,2,2,Mar Weekday HS13,0.00021,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,21:00:00,3/30/2027,21:59:59,2,2,Mar Weekday HS14,0.00018,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,22:00:00,3/30/2027,22:59:59,2,2,Mar Weekday HS15,0.00023,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/30/2027,23:00:00,3/30/2027,23:59:59,2,2,Mar Weekday HS16,0.00034,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,0:00:00,3/31/2027,00:59:59,2,2,Mar Weekday HS17,0.00069,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,1:00:00,3/31/2027,01:59:59,2,2,Mar Weekday HS18,0.00096,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,2:00:00,3/31/2027,02:59:59,2,2,Mar Weekday HS19,0.00094,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,3:00:00,3/31/2027,03:59:59,2,2,Mar Weekday HS20,0.00092,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,4:00:00,3/31/2027,04:59:59,2,2,Mar Weekday HS21,0.00093,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,5:00:00,3/31/2027,05:59:59,2,2,Mar Weekday HS22,0.00089,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,6:00:00,3/31/2027,06:59:59,2,2,Mar Weekday HS23,0.00087,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,7:00:00,3/31/2027,07:59:59,3,3,Mar Weekday HS0,0.00089,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,8:00:00,3/31/2027,08:59:59,3,3,Mar Weekday HS1,0.00085,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,9:00:00,3/31/2027,09:59:59,3,3,Mar Weekday HS2,0.00084,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,10:00:00,3/31/2027,10:59:59,3,3,Mar Weekday HS3,0.00084,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,11:00:00,3/31/2027,11:59:59,3,3,Mar Weekday HS4,0.00086,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,12:00:00,3/31/2027,12:59:59,3,3,Mar Weekday HS5,0.00090,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,13:00:00,3/31/2027,13:59:59,3,3,Mar Weekday HS6,0.00087,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,14:00:00,3/31/2027,14:59:59,3,3,Mar Weekday HS7,0.00077,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,15:00:00,3/31/2027,15:59:59,3,3,Mar Weekday HS8,0.00061,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,16:00:00,3/31/2027,16:59:59,3,3,Mar Weekday HS9,0.00039,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,17:00:00,3/31/2027,17:59:59,3,3,Mar Weekday HS10,0.00028,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,18:00:00,3/31/2027,18:59:59,3,3,Mar Weekday HS11,0.00028,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,19:00:00,3/31/2027,19:59:59,3,3,Mar Weekday HS12,0.00027,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,20:00:00,3/31/2027,20:59:59,3,3,Mar Weekday HS13,0.00021,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,21:00:00,3/31/2027,21:59:59,3,3,Mar Weekday HS14,0.00018,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,22:00:00,3/31/2027,22:59:59,3,3,Mar Weekday HS15,0.00023,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,3/31/2027,23:00:00,3/31/2027,23:59:59,3,3,Mar Weekday HS16,0.00034,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,0:00:00,4/1/2027,00:59:59,3,3,Mar Weekday HS17,0.00069,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,1:00:00,4/1/2027,01:59:59,3,3,Mar Weekday HS18,0.00096,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,2:00:00,4/1/2027,02:59:59,3,3,Mar Weekday HS19,0.00094,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,3:00:00,4/1/2027,03:59:59,3,3,Mar Weekday HS20,0.00092,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,4:00:00,4/1/2027,04:59:59,3,3,Mar Weekday HS21,0.00093,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,5:00:00,4/1/2027,05:59:59,3,3,Mar Weekday HS22,0.00089,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,6:00:00,4/1/2027,06:59:59,3,3,Mar Weekday HS23,0.00087,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,7:00:00,4/1/2027,07:59:59,4,4,Apr Weekday HS0,0.00081,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,8:00:00,4/1/2027,08:59:59,4,4,Apr Weekday HS1,0.00083,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,9:00:00,4/1/2027,09:59:59,4,4,Apr Weekday HS2,0.00090,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,10:00:00,4/1/2027,10:59:59,4,4,Apr Weekday HS3,0.00091,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,11:00:00,4/1/2027,11:59:59,4,4,Apr Weekday HS4,0.00087,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,12:00:00,4/1/2027,12:59:59,4,4,Apr Weekday HS5,0.00077,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,13:00:00,4/1/2027,13:59:59,4,4,Apr Weekday HS6,0.00075,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,14:00:00,4/1/2027,14:59:59,4,4,Apr Weekday HS7,0.00064,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,15:00:00,4/1/2027,15:59:59,4,4,Apr Weekday HS8,0.00017,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,16:00:00,4/1/2027,16:59:59,4,4,Apr Weekday HS9,0.00011,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,17:00:00,4/1/2027,17:59:59,4,4,Apr Weekday HS10,0.00010,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,18:00:00,4/1/2027,18:59:59,4,4,Apr Weekday HS11,0.00011,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,19:00:00,4/1/2027,19:59:59,4,4,Apr Weekday HS12,0.00011,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,20:00:00,4/1/2027,20:59:59,4,4,Apr Weekday HS13,0.00015,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,21:00:00,4/1/2027,21:59:59,4,4,Apr Weekday HS14,0.00011,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,22:00:00,4/1/2027,22:59:59,4,4,Apr Weekday HS15,0.00008,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/1/2027,23:00:00,4/1/2027,23:59:59,4,4,Apr Weekday HS16,0.00006,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,0:00:00,4/2/2027,00:59:59,4,4,Apr Weekday HS17,0.00011,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,1:00:00,4/2/2027,01:59:59,4,4,Apr Weekday HS18,0.00088,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,2:00:00,4/2/2027,02:59:59,4,4,Apr Weekday HS19,0.00084,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,3:00:00,4/2/2027,03:59:59,4,4,Apr Weekday HS20,0.00076,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,4:00:00,4/2/2027,04:59:59,4,4,Apr Weekday HS21,0.00078,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,5:00:00,4/2/2027,05:59:59,4,4,Apr Weekday HS22,0.00078,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,6:00:00,4/2/2027,06:59:59,4,4,Apr Weekday HS23,0.00075,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,7:00:00,4/2/2027,07:59:59,5,5,Apr Weekday HS0,0.00081,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,8:00:00,4/2/2027,08:59:59,5,5,Apr Weekday HS1,0.00083,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,9:00:00,4/2/2027,09:59:59,5,5,Apr Weekday HS2,0.00090,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,10:00:00,4/2/2027,10:59:59,5,5,Apr Weekday HS3,0.00091,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,11:00:00,4/2/2027,11:59:59,5,5,Apr Weekday HS4,0.00087,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,12:00:00,4/2/2027,12:59:59,5,5,Apr Weekday HS5,0.00077,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,13:00:00,4/2/2027,13:59:59,5,5,Apr Weekday HS6,0.00075,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,14:00:00,4/2/2027,14:59:59,5,5,Apr Weekday HS7,0.00064,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,15:00:00,4/2/2027,15:59:59,5,5,Apr Weekday HS8,0.00017,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,16:00:00,4/2/2027,16:59:59,5,5,Apr Weekday HS9,0.00011,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,17:00:00,4/2/2027,17:59:59,5,5,Apr Weekday HS10,0.00010,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,18:00:00,4/2/2027,18:59:59,5,5,Apr Weekday HS11,0.00011,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,19:00:00,4/2/2027,19:59:59,5,5,Apr Weekday HS12,0.00011,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,20:00:00,4/2/2027,20:59:59,5,5,Apr Weekday HS13,0.00015,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,21:00:00,4/2/2027,21:59:59,5,5,Apr Weekday HS14,0.00011,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,22:00:00,4/2/2027,22:59:59,5,5,Apr Weekday HS15,0.00008,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/2/2027,23:00:00,4/2/2027,23:59:59,5,5,Apr Weekday HS16,0.00006,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/3/2027,0:00:00,4/3/2027,00:59:59,5,5,Apr Weekday HS17,0.00011,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/3/2027,1:00:00,4/3/2027,01:59:59,5,5,Apr Weekday HS18,0.00088,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/3/2027,2:00:00,4/3/2027,02:59:59,5,5,Apr Weekday HS19,0.00084,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/3/2027,3:00:00,4/3/2027,03:59:59,5,5,Apr Weekday HS20,0.00076,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/3/2027,4:00:00,4/3/2027,04:59:59,5,5,Apr Weekday HS21,0.00078,Export $/kWh,TOU,ALL
USCA-PGXX-NB25-0000,NBT25,4/3/2027,5:00:00,4/3/2027,05:59:59,5,5,Apr Weekday HS22,0.00078,Export $/kWh,TOU,ALL
